ea1,ea2
506,282
506,54
506,549
506,231
506,5
506,315
506,429
506,362
506,361
506,417
506,20
506,259
506,43
506,69
506,564
506,567
506,102
506,49
506,283
506,44
506,505
506,359
506,545
506,172
506,70
506,314
506,553
506,380
506,171
506,119
506,535
506,90
506,554
506,370
506,436
506,597
506,219
506,327
506,306
506,531
506,287
506,526
506,40
506,328
506,94
506,521
506,372
506,68
506,116
506,122
506,123
506,578
506,605
506,514
506,288
506,427
506,104
506,65
506,241
506,374
506,369
506,151
269,17
269,164
269,27
269,19
269,282
269,54
269,549
269,231
269,5
269,545
269,283
269,167
269,259
269,195
269,345
269,36
269,405
269,561
269,468
269,546
269,369
269,93
269,102
269,288
269,454
269,110
269,560
269,44
269,505
269,359
269,172
269,70
269,314
269,553
269,380
269,171
269,151
151,17
151,164
151,27
151,19
151,282
151,54
151,549
151,231
151,5
151,506
151,269
151,426
151,490
282,506
282,269
282,151
282,426
282,490
282,540
54,506
54,269
54,151
54,426
54,490
54,540
54,31
54,496
54,298
549,506
549,269
549,151
549,426
549,490
549,540
231,506
231,269
231,151
231,426
231,490
231,540
231,360
231,340
231,571
5,506
5,269
5,151
5,426
5,490
5,540
5,173
5,379
5,152
5,97
5,31
5,295
5,363
5,154
5,509
5,57
5,290
5,15
5,252
5,183
5,321
5,207
5,496
5,534
490,17
490,164
490,27
490,19
490,282
490,54
490,549
490,231
490,5
490,119
490,535
490,90
490,554
490,370
490,436
490,597
490,219
490,327
490,283
490,306
490,531
490,287
490,526
490,417
490,371
490,482
490,574
490,49
490,351
490,336
490,584
490,467
490,151
540,17
540,164
540,27
540,19
540,282
540,54
540,549
540,231
540,5
540,390
540,472
540,603
540,308
540,155
540,283
540,434
540,582
540,315
540,329
540,457
540,57
540,574
540,31
540,372
540,16
540,72
540,202
540,569
540,263
540,330
540,463
540,279
540,69
540,524
540,361
540,505
540,239
540,293
540,242
540,521
540,36
540,331
540,44
540,359
540,545
540,172
540,70
540,314
540,553
540,380
540,171
540,357
540,328
540,174
540,595
540,96
540,430
540,370
540,290
540,141
540,327
540,559
540,163
540,94
540,561
540,187
540,251
540,427
540,343
540,399
540,65
540,337
540,122
540,333
390,360
390,340
390,540
390,571
360,390
360,231
360,472
360,603
360,308
360,155
360,283
360,280
360,16
360,27
360,480
360,410
360,376
360,547
360,346
360,417
360,371
360,482
360,574
360,49
360,351
360,336
360,584
360,467
340,390
340,231
340,472
340,603
340,308
340,155
340,283
472,360
472,340
472,540
472,571
472,280
155,360
155,340
155,540
155,571
434,540
434,366
434,76
434,332
434,557
582,540
582,366
582,76
582,332
582,557
582,601
582,504
366,434
366,582
332,434
332,582
332,25
332,245
332,530
332,24
332,322
332,76
38,387
388,387
210,387
287,387
287,271
287,341
287,31
287,496
287,490
287,250
287,150
287,400
287,506
287,384
287,446
287,252
315,188
315,76
315,540
315,386
315,252
315,298
315,492
315,515
315,173
315,379
315,152
315,97
315,31
315,295
315,506
457,188
457,76
457,540
188,315
188,329
188,457
188,57
188,574
57,188
57,76
57,540
57,545
57,283
57,167
57,259
57,195
57,345
57,36
57,405
57,561
57,468
57,546
57,369
57,5
57,93
57,102
57,288
57,454
32,386
32,115
32,283
32,539
32,354
32,398
326,386
326,53
326,587
326,384
326,530
326,347
95,252
95,298
95,492
95,515
291,252
291,298
291,492
291,515
291,183
12,252
12,298
12,492
12,515
252,95
252,291
252,12
252,315
252,119
252,88
252,567
252,283
252,163
252,420
252,545
252,167
252,259
252,195
252,345
252,36
252,405
252,561
252,468
252,546
252,369
252,5
252,93
252,102
252,288
252,454
252,535
252,90
252,554
252,370
252,436
252,597
252,219
252,327
252,306
252,531
252,287
252,526
252,357
252,308
252,328
252,174
252,380
252,595
252,96
252,430
252,290
88,252
88,298
88,492
88,515
88,601
88,504
567,252
567,298
567,492
567,515
567,173
567,379
567,152
567,97
567,31
567,295
567,506
515,95
515,291
515,12
515,315
515,119
515,88
515,567
515,283
515,163
515,420
515,293
515,427
163,252
163,298
163,492
163,515
163,31
163,606
163,103
163,183
163,267
163,443
163,423
163,536
163,173
163,469
163,265
163,442
163,253
163,558
163,284
163,167
163,129
163,540
163,579
163,495
163,321
163,570
420,252
420,298
420,492
420,515
94,31
94,506
94,183
94,540
94,579
94,495
94,321
94,570
94,565
94,491
94,447
94,532
240,467
240,165
240,442
240,407
344,183
279,538
279,63
279,347
279,540
601,582
601,502
601,219
601,127
601,524
601,327
601,111
601,405
601,565
601,93
601,88
601,44
601,505
601,359
601,545
601,172
601,70
601,314
601,553
601,380
601,171
159,27
159,561
159,524
159,593
159,132
159,288
159,15
159,257
444,467
444,165
444,442
444,407
165,444
165,240
165,553
553,467
553,165
553,442
553,407
553,335
553,587
553,269
553,495
553,227
553,321
553,596
553,506
553,154
553,15
553,601
553,504
553,540
553,31
553,280
553,446
407,444
407,240
407,553
109,320
109,588
109,423
109,383
109,534
484,183
174,565
174,449
174,252
174,540
174,496
174,298
174,491
174,183
174,447
51,369
51,273
51,283
51,589
51,517
429,173
429,379
429,152
429,97
429,31
429,295
429,506
429,260
429,150
429,551
429,14
429,67
429,362
429,13
429,15
429,288
429,183
15,545
15,283
15,167
15,259
15,195
15,345
15,36
15,405
15,561
15,468
15,546
15,369
15,5
15,93
15,102
15,288
15,454
15,44
15,505
15,359
15,172
15,70
15,314
15,553
15,380
15,171
15,49
15,483
15,358
15,429
15,455
15,204
15,352
15,182
15,346
15,347
15,194
15,159
132,182
132,346
132,347
132,194
132,159
215,495
215,501
215,290
215,298
215,268
215,448
215,565
215,532
129,463
129,36
129,163
129,505
129,201
129,91
473,496
473,298
323,183
204,260
204,150
204,551
204,379
204,14
204,67
204,362
204,13
204,15
204,288
102,173
102,379
102,152
102,97
102,31
102,295
102,506
102,53
102,587
102,384
102,530
102,347
102,269
102,363
102,154
102,509
102,57
102,290
102,15
102,252
102,137
102,491
102,378
517,141
517,51
517,442
517,293
517,418
517,119
517,602
517,308
122,31
122,506
122,565
122,491
122,183
122,447
122,540
606,370
606,91
606,163
606,27
370,31
370,606
370,103
370,271
370,341
370,496
370,490
370,250
370,150
370,400
370,506
370,384
370,446
370,252
370,495
370,501
370,290
370,298
370,268
370,448
370,565
370,532
370,449
370,540
370,199
370,335
370,183
370,598
370,127
370,579
370,321
370,570
31,370
31,91
31,163
31,27
31,538
31,63
31,347
31,540
31,315
31,429
31,362
31,361
31,417
31,20
31,259
31,43
31,69
31,564
31,567
31,5
31,102
31,17
31,49
31,283
31,505
31,239
31,293
31,242
31,521
31,463
31,36
31,331
31,119
31,535
31,90
31,554
31,436
31,597
31,219
31,327
31,306
31,531
31,287
31,526
31,40
31,328
31,94
31,372
31,68
31,116
31,553
31,54
31,122
31,123
31,578
31,605
31,514
31,288
103,370
103,91
103,163
103,27
261,426
261,197
261,238
197,261
197,27
197,223
238,261
238,27
238,223
280,8
280,106
280,565
280,360
280,154
280,554
280,535
280,505
280,234
280,472
280,355
280,553
280,104
280,520
280,128
8,280
8,283
8,16
8,27
8,480
8,410
8,376
8,547
8,346
106,280
106,283
106,16
106,27
106,480
106,410
106,376
106,547
106,346
16,8
16,106
16,565
16,360
16,154
16,538
16,63
16,347
16,540
480,8
480,106
480,565
480,360
480,154
564,173
564,379
564,152
564,97
564,31
564,295
564,506
538,31
538,372
538,16
538,27
538,72
538,202
538,569
538,263
538,330
538,463
538,279
538,69
538,524
538,505
538,239
538,293
538,242
538,521
538,36
538,331
372,538
372,63
372,347
372,540
372,173
372,137
372,491
372,378
372,31
372,506
202,538
202,63
202,347
202,540
202,565
202,491
202,183
202,447
63,31
63,372
63,16
63,27
63,72
63,202
63,569
63,263
63,330
63,463
63,279
63,69
63,524
263,538
263,63
263,347
263,540
263,53
263,587
263,384
263,530
263,173
263,137
263,491
263,378
263,532
347,31
347,372
347,16
347,27
347,72
347,202
347,569
347,263
347,330
347,463
347,279
347,69
347,524
347,548
347,36
347,602
347,317
347,102
347,326
347,417
347,371
347,482
347,574
347,49
347,351
347,336
347,584
347,467
347,561
347,593
347,132
347,288
347,15
347,257
330,538
330,63
330,347
330,540
463,538
463,63
463,347
463,540
463,412
463,565
463,494
463,31
463,124
463,183
463,267
463,443
463,423
463,536
463,173
463,469
463,265
463,442
463,253
463,558
463,284
463,167
463,129
463,532
69,538
69,63
69,347
69,540
69,173
69,379
69,152
69,97
69,31
69,295
69,506
25,332
25,412
245,332
245,412
530,332
530,412
530,548
530,36
530,263
530,602
530,317
530,102
530,326
24,332
24,412
412,25
412,245
412,530
412,24
412,322
412,76
412,505
412,239
412,293
412,242
412,521
412,463
412,36
412,331
152,315
152,429
152,362
152,361
152,417
152,20
152,259
152,43
152,69
152,564
152,567
152,5
152,102
152,17
152,49
152,283
43,173
43,379
43,152
43,97
43,31
43,295
43,506
295,315
295,429
295,362
295,361
295,417
295,20
295,259
295,43
295,69
295,564
295,567
295,5
295,102
295,17
295,49
295,283
49,173
49,379
49,152
49,97
49,31
49,295
49,506
49,604
49,308
49,267
49,360
49,127
49,490
49,101
49,501
49,298
49,558
49,288
49,341
49,347
49,504
49,260
49,150
49,551
49,14
49,67
49,362
49,13
49,15
265,361
265,463
265,36
265,163
265,505
265,201
265,91
494,361
494,505
494,239
494,293
494,242
494,521
494,463
494,36
494,331
126,361
448,361
448,40
448,215
448,561
448,370
180,361
554,280
554,271
554,341
554,31
554,496
554,490
554,250
554,150
554,400
554,506
554,384
554,446
554,252
602,53
602,587
602,384
602,530
602,347
602,369
602,273
602,283
602,589
602,517
602,173
602,137
602,491
602,378
314,335
314,587
314,269
314,495
314,227
314,321
314,596
314,506
314,154
314,15
314,601
314,504
314,540
353,532
548,53
548,587
548,384
548,530
548,347
53,548
53,36
53,263
53,602
53,317
53,102
53,326
587,548
587,36
587,263
587,602
587,317
587,102
587,326
587,44
587,505
587,359
587,545
587,172
587,70
587,314
587,553
587,380
587,171
384,548
384,36
384,263
384,602
384,317
384,102
384,326
384,119
384,535
384,90
384,554
384,370
384,436
384,597
384,219
384,327
384,283
384,306
384,531
384,287
384,526
317,53
317,587
317,384
317,530
317,347
293,412
293,538
293,565
293,494
293,540
293,31
293,124
293,369
293,273
293,283
293,589
293,517
293,99
293,515
521,412
521,538
521,565
521,494
521,540
521,31
521,124
521,506
331,412
331,538
331,565
331,494
331,540
331,31
331,124
331,579
331,495
331,321
331,570
124,505
124,239
124,293
124,242
124,521
124,463
124,36
124,331
141,369
141,273
141,283
141,589
141,517
141,173
141,137
141,491
141,378
141,540
141,579
141,495
141,321
141,570
195,269
195,363
195,154
195,509
195,57
195,290
195,15
195,252
195,183
345,269
345,363
345,154
345,509
345,57
345,290
345,15
345,252
363,545
363,283
363,167
363,259
363,195
363,345
363,36
363,405
363,561
363,468
363,546
363,369
363,5
363,93
363,102
363,288
363,454
405,269
405,363
405,154
405,509
405,57
405,290
405,15
405,252
405,601
405,504
561,269
561,363
561,154
561,509
561,57
561,290
561,15
561,252
561,495
561,501
561,298
561,268
561,448
561,565
561,532
561,540
561,579
561,321
561,570
561,182
561,346
561,347
561,194
561,159
509,545
509,283
509,167
509,259
509,195
509,345
509,36
509,405
509,561
509,468
509,546
509,369
509,5
509,93
509,102
509,288
509,454
468,269
468,363
468,154
468,509
468,57
468,290
468,15
468,252
546,269
546,363
546,154
546,509
546,57
546,290
546,15
546,252
290,545
290,283
290,167
290,259
290,195
290,345
290,36
290,405
290,561
290,468
290,546
290,369
290,5
290,93
290,102
290,288
290,454
290,40
290,215
290,370
290,565
290,449
290,252
290,540
93,269
93,363
93,154
93,509
93,57
93,290
93,15
93,252
93,601
93,504
454,269
454,363
454,154
454,509
454,57
454,290
454,15
454,252
454,183
110,269
560,269
560,532
127,601
127,504
127,359
127,370
127,417
127,371
127,482
127,574
127,49
127,351
127,336
127,584
127,467
111,601
111,504
111,496
111,298
504,582
504,502
504,219
504,127
504,524
504,327
504,111
504,405
504,565
504,93
504,88
504,44
504,505
504,359
504,545
504,172
504,70
504,314
504,553
504,380
504,171
504,417
504,371
504,482
504,574
504,49
504,351
504,336
504,584
504,467
44,335
44,587
44,269
44,495
44,227
44,321
44,596
44,506
44,154
44,15
44,601
44,504
44,540
359,335
359,587
359,269
359,495
359,227
359,321
359,596
359,506
359,154
359,15
359,601
359,504
359,540
359,199
359,565
359,183
359,598
359,298
359,127
172,335
172,587
172,269
172,495
172,227
172,321
172,596
172,506
172,154
172,15
172,601
172,504
172,540
172,183
495,44
495,505
495,359
495,545
495,172
495,70
495,314
495,553
495,380
495,171
495,40
495,215
495,561
495,370
495,355
495,104
495,520
495,128
495,141
495,327
495,559
495,163
495,94
495,164
495,331
495,187
227,44
227,505
227,359
227,545
227,172
227,70
227,314
227,553
227,380
227,171
321,44
321,505
321,359
321,545
321,172
321,70
321,314
321,553
321,380
321,171
321,141
321,327
321,559
321,163
321,94
321,164
321,561
321,331
321,187
321,370
321,427
321,27
321,104
321,65
321,241
321,5
321,19
321,374
321,369
596,44
596,505
596,359
596,545
596,172
596,70
596,314
596,553
596,380
596,171
380,335
380,587
380,269
380,495
380,227
380,321
380,596
380,506
380,154
380,15
380,601
380,504
380,540
380,565
380,449
380,252
171,335
171,587
171,269
171,495
171,227
171,321
171,596
171,506
171,154
171,15
171,601
171,504
171,540
547,8
547,106
547,565
547,360
547,154
346,8
346,106
346,565
346,360
346,154
346,27
346,561
346,524
346,593
346,132
346,288
346,15
346,257
271,119
271,535
271,90
271,554
271,370
271,436
271,597
271,219
271,327
271,283
271,306
271,531
271,287
271,526
341,119
341,535
341,90
341,554
341,370
341,436
341,597
341,219
341,327
341,283
341,306
341,531
341,287
341,526
341,417
341,371
341,482
341,574
341,49
341,351
341,336
341,584
341,467
436,271
436,341
436,31
436,496
436,490
436,250
436,150
436,400
436,506
436,384
436,446
436,252
597,271
597,341
597,31
597,496
597,490
597,250
597,150
597,400
597,506
597,384
597,446
597,252
150,119
150,535
150,90
150,554
150,370
150,436
150,597
150,219
150,327
150,283
150,306
150,531
150,287
150,526
150,49
150,483
150,358
150,429
150,455
150,204
150,352
400,119
400,535
400,90
400,554
400,370
400,436
400,597
400,219
400,327
400,283
400,306
400,531
400,287
400,526
531,271
531,341
531,31
531,496
531,490
531,250
531,150
531,400
531,506
531,384
531,446
531,252
526,271
526,341
526,31
526,496
526,490
526,250
526,150
526,400
526,506
526,384
526,446
526,252
446,119
446,535
446,90
446,554
446,370
446,436
446,597
446,219
446,327
446,283
446,306
446,531
446,287
446,526
446,355
446,553
446,104
446,520
446,128
501,40
501,215
501,561
501,370
501,417
501,371
501,482
501,574
501,49
501,351
501,336
501,584
501,467
268,40
268,215
268,561
268,370
532,40
532,215
532,561
532,370
532,223
532,463
532,94
532,353
532,560
532,263
532,374
595,565
595,449
595,252
595,540
449,357
449,308
449,328
449,174
449,380
449,595
449,96
449,283
449,430
449,370
449,290
96,565
96,449
96,252
96,540
430,565
430,449
430,252
430,540
267,463
267,36
267,163
267,505
267,201
267,91
267,417
267,371
267,482
267,574
267,49
267,351
267,336
267,584
267,467
443,463
443,36
443,163
443,505
443,201
443,91
423,463
423,36
423,163
423,505
423,201
423,91
423,545
423,17
423,109
201,183
201,267
201,443
201,423
201,536
201,173
201,469
201,265
201,442
201,253
201,558
201,284
201,167
201,129
469,463
469,36
469,163
469,505
469,201
469,91
558,463
558,36
558,163
558,505
558,201
558,91
558,417
558,371
558,482
558,574
558,49
558,351
558,336
558,584
558,467
284,463
284,36
284,163
284,505
284,201
284,91
258,308
598,359
598,370
604,417
604,371
604,482
604,574
604,49
604,351
604,336
604,584
604,467
371,604
371,308
371,267
371,360
371,127
371,490
371,101
371,501
371,298
371,558
371,288
371,341
371,347
371,504
482,604
482,308
482,267
482,360
482,127
482,490
482,101
482,501
482,298
482,558
482,288
482,341
482,347
482,504
336,604
336,308
336,267
336,360
336,127
336,490
336,101
336,501
336,298
336,558
336,288
336,341
336,347
336,504
101,417
101,371
101,482
101,574
101,49
101,351
101,336
101,584
101,467
584,604
584,308
584,267
584,360
584,127
584,490
584,101
584,501
584,298
584,558
584,288
584,341
584,347
584,504
68,173
68,137
68,491
68,378
68,31
68,506
137,68
137,505
137,372
137,263
137,213
137,141
137,602
137,230
137,102
230,173
230,137
230,491
230,378
491,68
491,505
491,372
491,263
491,213
491,141
491,602
491,230
491,102
491,202
491,36
491,251
491,27
491,427
491,343
491,164
491,94
491,174
491,399
491,65
491,337
491,122
491,333
116,31
116,506
123,31
123,506
514,31
514,506
514,183
588,545
588,17
588,109
383,545
383,17
383,109
534,545
534,17
534,109
534,427
534,27
534,104
534,65
534,241
534,5
534,19
534,374
534,369
355,495
355,280
355,446
104,495
104,280
104,446
104,321
104,506
104,207
104,496
104,534
520,495
520,280
520,446
128,495
128,280
128,446
260,49
260,483
260,358
260,429
260,455
260,204
260,352
14,49
14,483
14,358
14,429
14,455
14,204
14,352
14,115
14,283
14,539
14,354
14,398
13,49
13,483
13,358
13,429
13,455
13,204
13,352
483,260
483,150
483,551
483,379
483,14
483,67
483,362
483,13
483,15
483,288
358,260
358,150
358,551
358,379
358,14
358,67
358,362
358,13
358,15
358,288
99,293
99,427
427,99
427,515
427,565
427,491
427,183
427,447
427,540
427,321
427,506
427,207
427,496
427,534
466,496
466,298
45,496
45,298
489,496
489,298
60,183
493,183
537,183
354,183
354,125
354,32
354,563
354,14
354,255
187,540
187,579
187,495
187,321
187,570
570,141
570,327
570,545
570,559
570,163
570,94
570,164
570,561
570,331
570,187
570,370
399,565
399,491
399,183
399,447
399,540
447,202
447,36
447,251
447,27
447,427
447,343
447,164
447,94
447,174
447,399
447,65
447,337
447,122
447,333
333,565
333,491
333,183
333,447
333,540
374,532
374,321
374,506
374,207
374,496
374,534
241,321
241,506
241,207
241,496
241,534
593,182
593,346
593,347
593,194
593,159
257,182
257,346
257,347
257,194
257,159
194,27
194,561
194,524
194,593
194,132
194,288
194,15
194,257
115,125
115,32
115,563
115,14
115,255
125,115
125,283
125,539
125,354
125,398
563,115
563,283
563,539
563,354
563,398
539,125
539,32
539,563
539,14
539,255
255,115
255,283
255,539
255,354
255,398
398,125
398,32
398,563
398,14
398,255
